"Id","Contrato","Numero","Fecha Envio","Total","Adjunto","Estado"
"2267","296972-8-CL19","3191-7059-SE18","26/12/2018","$476.000,00","","RECEPCIÓN CONFORME"
"2268","296972-16-CL19","3191-7459-SE18","28/12/2018","$19.473.922,00","","RECEPCIÓN CONFORME"
"2269","296972-29-CL19","3191-7173-SE18","26/12/2018","$1.684.445,00","","RECEPCIÓN CONFORME"
"2270","296972-28-CL19","3191-7163-SE18","26/12/2018","$714.000,00","","RECEPCIÓN CONFORME"
"2271","296972-22-CL19","3191-7013-SE18","11/12/2018","$5.405.337,00","","RECEPCIÓN CONFORME"
"2272","296972-30-CL19","3191-7015-SE18","11/12/2018","$142.800,00","","RECEPCIÓN CONFORME"
"2273","296972-47-CL18","3191-7017-SE18","11/12/2018","$3.486.629,00","","RECEPCIÓN CONFORME"
"2274","296972-32-CL19","3191-7018-SE18","11/12/2018","$5.095.104,00","","RECEPCIÓN CONFORME"
"2275","296972-55-CL19","3191-7418-SE18","27/12/2018","$131.495,00","","RECEPCIÓN CONFORME"
"2276","296972-55-CL19","3191-7142-SE18","26/12/2018","$28.560.000,00","","RECEPCIÓN CONFORME"
"2277","296972-30-CL19","3191-7146-SE18","26/12/2018","$59.566.592,00","","RECEPCIÓN CONFORME"
"2278","296972-61-CL19","3191-7147-SE18","26/12/2018","$3.051.850,00","","RECEPCIÓN CONFORME"
"2279","296972-12-CL19","3191-7148-SE18","26/12/2018","$35.058.590,00","","RECEPCIÓN CONFORME"
"2280","296972-23-CL19","3191-7224-SE18","26/12/2018","$37.848.020,00","","RECEPCIÓN CONFORME"
"2281","296972-58-CL19","3191-7176-SE18","26/12/2018","$1.450.836,00","","RECEPCIÓN CONFORME"
"2282","296972-12-CL19","3191-7151-SE18","26/12/2018","$6.995.772,00","","RECEPCIÓN CONFORME"
"2283","296972-51-CL18","3191-7420-SE18","27/12/2018","$164.934,00","","RECEPCIÓN CONFORME"
"2284","296972-30-CL19","3191-7421-SE18","27/12/2018","$3.516.307,00","","RECEPCIÓN CONFORME"
"2285","296972-55-CL19","3191-7121-SE18","26/12/2018","$2.827.440,00","","RECEPCIÓN CONFORME"
"2286","296972-58-CL19","3191-7422-SE18","27/12/2018","$1.642.200,00","","RECEPCIÓN CONFORME"
"2287","296972-14-CL19","3191-7424-SE18","27/12/2018","$90.440,00","","RECEPCIÓN CONFORME"
"2288","296972-51-CL19","3191-7426-SE18","27/12/2018","$4.284.000,00","","RECEPCIÓN CONFORME"
"2289","296972-64-CL19","3191-7226-SE18","26/12/2018","$10.740.464,00","","RECEPCIÓN CONFORME"
"2290","296972-31-CL19","3191-7309-SE18","26/12/2018","$8.799.396,00","","RECEPCIÓN CONFORME"
"2291","296972-18-CL19","3191-7483-SE18","03/01/2019","$2.397.850,00","","RECEPCIÓN CONFORME"
"2292","296972-31-CL19","3191-7486-SE18","03/01/2019","$143.514,00","","ACEPTADA"
"2293","296972-5-CL19","3191-7104-SE18","26/12/2018","$20.266.176,00","","RECEPCIÓN CONFORME"
"2294","296972-18-CL19","3191-7123-SE18","26/12/2018","$1.295.910,00","","RECEPCIÓN CONFORME"
"2295","296972-30-CL19","3191-7227-SE18","26/12/2018","$18.638.446,00","","RECEPCIÓN CONFORME"
"2296","296972-25-CL19","3191-7487-SE18","03/01/2019","$648.241,00","","RECEPCIÓN CONFORME"
"2297","296972-7-CL19","3191-7109-SE18","26/12/2018","$6.916.637,00","","RECEPCIÓN CONFORME"
"2298","296972-53-CL19","3191-7106-SE18","26/12/2018","$57.977,00","","RECEPCIÓN CONFORME"
"2299","296972-32-CL19","3191-7107-SE18","26/12/2018","$1.544.025,00","","RECEPCIÓN CONFORME"
"2300","296972-18-CL19","3191-7204-SE18","26/12/2018","$5.373.505,00","","RECEPCIÓN CONFORME"
"2301","296972-32-CL19","3191-7488-SE18","03/01/2019","$2.845.707,00","","RECEPCIÓN CONFORME"
"2302","296972-25-CL19","3191-7284-SE18","26/12/2018","$176.715,00","","RECEPCIÓN CONFORME"
"2303","296972-31-CL19","3191-7288-SE18","26/12/2018","$12.801.401,00","","RECEPCIÓN CONFORME"
"2304","296972-55-CL19","3191-7233-SE18","26/12/2018","$10.851.432,00","","RECEPCIÓN CONFORME"
"2305","296972-12-CL19","3191-1436-SE19","02/04/2019","$16.332.750,00","","RECEPCIÓN CONFORME"
"2306","296972-47-CL18","3191-7320-SE18","26/12/2018","$4.760.000,00","","RECEPCIÓN CONFORME"
"2307","296972-32-CL19","3191-7322-SE18","26/12/2018","$48.195,00","","RECEPCIÓN CONFORME"
"2308","296972-14-CL19","3191-7323-SE18","26/12/2018","$1.213.800,00","","RECEPCIÓN CONFORME"
"2309","296972-57-CL19","3191-7324-SE18","26/12/2018","$11.404.865,00","","RECEPCIÓN CONFORME"
"2310","296972-32-CL19","3191-7326-SE18","26/12/2018","$3.498.600,00","","RECEPCIÓN CONFORME"
"2311","296972-31-CL19","3191-7370-SE18","26/12/2018","$1.606.500,00","","RECEPCIÓN CONFORME"
"2312","296972-28-CL19","3191-7378-SE18","26/12/2018","$13.304.200,00","","RECEPCIÓN CONFORME"
"2313","296972-30-CL19","3191-143-SE19","11/01/2019","$142.800,00","","RECEPCIÓN CONFORME"
"2314","296972-57-CL19","3191-148-SE19","11/01/2019","$18.825.741,00","","RECEPCIÓN CONFORME"
"2315","296972-32-CL19","3191-150-SE19","11/01/2019","$5.095.104,00","","RECEPCIÓN CONFORME"
"2316","296972-14-CL19","3191-151-SE19","11/01/2019","$4.940.880,00","","RECEPCIÓN CONFORME"
"2317","296972-45-CL18","3191-152-SE19","11/01/2019","$1.428.000,00","","RECEPCIÓN CONFORME"
"2318","296972-55-CL19","3191-104-SE19","10/01/2019","$68.544,00","","RECEPCIÓN CONFORME"
"2319","296972-47-CL18","3191-5569-SE20","19/11/2020","$103.544,00","","RECEPCIÓN CONFORME"
"2320","296972-30-CL19","3191-5448-SE20","12/11/2020","$304.545,00","","RECEPCIÓN CONFORME"
"2321","296972-26-CL19","3191-5690-SE20","26/11/2020","$9.044,00","","RECEPCIÓN CONFORME"
"2322","296972-31-CL19","3191-5692-SE20","26/11/2020","$183.260,00","","RECEPCIÓN CONFORME"
"2323","296972-25-CL19","3191-5451-SE20","12/11/2020","$910.350,00","","RECEPCIÓN CONFORME"
"2324","296972-31-CL19","3191-5575-SE20","19/11/2020","$5.355.000,00","","RECEPCIÓN CONFORME"
"2325","296972-55-CL19","3191-5456-SE20","12/11/2020","$8.925,00","","RECEPCIÓN CONFORME"
"2326","296972-28-CL19","3191-5457-SE20","12/11/2020","$2.475.200,00","","RECEPCIÓN CONFORME"
"2327","296972-10-CL19","3191-5644-SE20","24/11/2020","$28.888,00","","RECEPCIÓN CONFORME"
"2328","296972-31-CL19","3191-5645-SE20","24/11/2020","$10.591,00","","RECEPCIÓN CONFORME"
"2329","296972-23-CL19","3191-6174-SE20","21/12/2020","$24.474.456,00","","RECEPCIÓN CONFORME"
"2330","296972-23-CL19","3191-5648-SE20","24/11/2020","$1.695.750,00","","RECEPCIÓN CONFORME"
"2331","296972-29-CL19","3191-5651-SE20","24/11/2020","$222.530,00","","RECEPCIÓN CONFORME"
"2332","296972-3-CL19","3191-5652-SE20","24/11/2020","$1.332.800,00","","RECEPCIÓN CONFORME"
"2333","296972-7-CL19","3191-5653-SE20","24/11/2020","$93.605,00","","RECEPCIÓN CONFORME"
"2334","296972-15-CL19","3191-5656-SE20","24/11/2020","$952.000,00","","ACEPTADA"
"2335","296972-12-CL19","3191-6175-SE20","21/12/2020","$8.139.600,00","","RECEPCIÓN CONFORME"
"2336","296972-57-CL19","3191-6177-SE20","21/12/2020","$2.280.973,00","","RECEPCIÓN CONFORME"
"2337","296972-61-CL19","3191-5748-SE20","30/11/2020","$989.604,00","","RECEPCIÓN CONFORME"
"2338","296972-14-CL19","3191-6178-SE20","21/12/2020","$1.646.960,00","","RECEPCIÓN CONFORME"
"2339","296972-14-CL19","3191-5752-SE20","30/11/2020","$1.646.960,00","","RECEPCIÓN CONFORME"
"2340","296972-18-CL19","3191-6123-SE20","17/12/2020","$5.950.000,00","","RECEPCIÓN CONFORME"
"2341","296972-55-CL19","3191-6043-SE20","15/12/2020","$29.988,00","","RECEPCIÓN CONFORME"
"2342","296972-57-CL19","3191-6046-SE20","15/12/2020","$199.063,00","","RECEPCIÓN CONFORME"
"2343","296972-18-CL19","3191-6052-SE20","16/12/2020","$4.879,00","","RECEPCIÓN CONFORME"
"2344","296972-47-CL18","3191-6049-SE20","15/12/2020","$101.210,00","","RECEPCIÓN CONFORME"
"2345","296972-58-CL19","3191-6056-SE20","15/12/2020","$1.046.595,00","","RECEPCIÓN CONFORME"
"2346","296972-24-CL19","3191-6041-SE20","15/12/2020","$214.200,00","","ACEPTADA"
"2347","296972-55-CL19","3191-5808-SE19","04/11/2019","$3.740.485,00","","RECEPCIÓN CONFORME"
"2348","296972-57-CL19","3191-5812-SE19","04/11/2019","$12.002.054,00","","RECEPCIÓN CONFORME"
"2349","296972-54-CL19","3191-5995-SE19","08/11/2019","$904.400,00","","RECEPCIÓN CONFORME"
"2350","296972-30-CL19","3191-5791-SE19","30/10/2019","$12.508.794,00","","RECEPCIÓN CONFORME"
"2351","296972-6-CL19","3191-6596-SE19","06/12/2019","$942.480,00","","RECEPCIÓN CONFORME"
"2352","296972-55-CL19","3191-5999-SE19","08/11/2019","$1.413.720,00","","RECEPCIÓN CONFORME"
"2353","296972-64-CL19","3191-6185-SE19","15/11/2019","$2.380.000,00","","RECEPCIÓN CONFORME"
"2354","296972-57-CL19","3191-6186-SE19","15/11/2019","$25.128.516,00","","RECEPCIÓN CONFORME"
"2355","296972-25-CL19","3191-5972-SE19","07/11/2019","$2.166.990,00","","RECEPCIÓN CONFORME"
"2356","296972-54-CL19","3191-6188-SE19","15/11/2019","$398.591,00","","RECEPCIÓN CONFORME"
"2357","296972-11-CL19","3191-5991-SE19","08/11/2019","$97.580,00","","RECEPCIÓN CONFORME"
"2358","296972-7-CL19","3191-6000-SE19","08/11/2019","$1.035.895,00","","RECEPCIÓN CONFORME"
"2359","296972-31-CL19","3191-5833-SE19","05/11/2019","$71.638,00","","RECEPCIÓN CONFORME"
"2360","296972-57-CL19","3191-5837-SE19","05/11/2019","$15.076.267,00","","RECEPCIÓN CONFORME"
"2361","296972-23-CL19","3191-5805-SE19","04/11/2019","$632.318,00","","RECEPCIÓN CONFORME"
"2362","296972-61-CL19","3191-6001-SE19","08/11/2019","$1.102.530,00","","RECEPCIÓN CONFORME"
"2363","296972-31-CL19","3191-5863-SE19","06/11/2019","$25.704,00","","RECEPCIÓN CONFORME"
"2364","296972-30-CL19","3191-5901-SE19","06/11/2019","$7.743.187,00","","RECEPCIÓN CONFORME"
"2365","296972-28-CL19","3191-6232-SE19","19/11/2019","$380.800,00","","RECEPCIÓN CONFORME"
"2366","296972-55-CL19","3191-5903-SE19","06/11/2019","$10.835.843,00","","RECEPCIÓN CONFORME"
"2367","296972-32-CL19","3191-6202-SE19","18/11/2019","$10.614.800,00","","RECEPCIÓN CONFORME"
"2368","296972-58-CL19","3191-5846-SE19","05/11/2019","$696.388,00","","RECEPCIÓN CONFORME"
"2369","296972-15-CL19","3191-5934-SE19","06/11/2019","$2.816.730,00","","RECEPCIÓN CONFORME"
"2370","296972-29-CL19","3191-6234-SE19","19/11/2019","$14.770.280,00","","RECEPCIÓN CONFORME"
"2371","296972-30-CL19","3191-6235-SE19","19/11/2019","$14.629.622,00","","RECEPCIÓN CONFORME"
"2372","296972-58-CL19","3191-5831-SE19","05/11/2019","$803.250,00","","RECEPCIÓN CONFORME"
"2373","296972-32-CL19","3191-6237-SE19","19/11/2019","$8.746.500,00","","RECEPCIÓN CONFORME"
"2374","296972-23-CL19","3191-5980-SE19","08/11/2019","$1.725.500,00","","RECEPCIÓN CONFORME"
"2375","296972-18-CL19","3191-6239-SE19","19/11/2019","$6.415.552,00","","RECEPCIÓN CONFORME"
"2376","296972-24-CL19","3191-5120-SE20","23/10/2020","$535.500,00","","ACEPTADA"
"2377","296972-12-CL19","3191-4475-SE20","17/09/2020","$212.772,00","","RECEPCIÓN CONFORME"
"2378","296972-64-CL19","3191-4478-SE20","17/09/2020","$109.956,00","","RECEPCIÓN CONFORME"
"2379","296972-12-CL19","3191-5121-SE20","23/10/2020","$9.395.050,00","","RECEPCIÓN CONFORME"
"2380","296972-12-CL19","3191-4479-SE20","17/09/2020","$1.814.750,00","","RECEPCIÓN CONFORME"
"2381","296972-58-CL19","3191-3632-SE20","03/08/2020","$92.761,00","","RECEPCIÓN CONFORME"
"2382","296972-29-CL19","3191-3634-SE20","03/08/2020","$398.650,00","","RECEPCIÓN CONFORME"
"2383","296972-14-CL19","3191-3612-SE20","31/07/2020","$2.127.720,00","","ACEPTADA"
"2384","296972-55-CL19","3191-3613-SE20","31/07/2020","$1.413.720,00","","ACEPTADA"
"2385","296972-16-CL19","3191-3614-SE20","31/07/2020","$2.253.812,00","","ACEPTADA"
"2386","296972-61-CL19","3191-3635-SE20","03/08/2020","$2.578.968,00","","RECEPCIÓN CONFORME"
"2387","296972-54-CL19","3191-3636-SE20","03/08/2020","$755.483,00","","ACEPTADA"
"2388","296972-18-CL19","3191-3637-SE20","03/08/2020","$419.832,00","","ACEPTADA"
"2389","296972-31-CL19","3191-3638-SE20","03/08/2020","$251.566,00","","RECEPCIÓN CONFORME"
"2390","296972-55-CL19","3191-3654-SE20","04/08/2020","$102.245,00","","RECEPCIÓN CONFORME"
"2391","296972-29-CL19","3191-3662-SE20","04/08/2020","$11.662.000,00","","RECEPCIÓN CONFORME"
"2392","296972-55-CL19","3191-4199-SE20","03/09/2020","$12.138,00","","RECEPCIÓN CONFORME"
"2393","296972-23-CL19","3191-3666-SE20","04/08/2020","$6.515.964,00","","RECEPCIÓN CONFORME"
"2394","296972-23-CL19","3191-4200-SE20","03/09/2020","$14.474.208,00","","RECEPCIÓN CONFORME"
"2395","296972-31-CL19","3191-4165-SE20","03/09/2020","$66.045,00","","ACEPTADA"
"2396","296972-28-CL19","3191-4166-SE20","03/09/2020","$2.856.000,00","","ACEPTADA"
"2397","296972-32-CL19","3191-4167-SE20","03/09/2020","$1.963.500,00","","RECEPCIÓN CONFORME"
"2398","296972-29-CL19","3191-4169-SE20","03/09/2020","$138.040,00","","RECEPCIÓN CONFORME"
"2399","296972-57-CL19","3191-4171-SE20","03/09/2020","$670.589,00","","RECEPCIÓN CONFORME"
"2400","296972-15-CL19","3191-4183-SE20","03/09/2020","$4.284.000,00","","RECEPCIÓN CONFORME"
"2401","296972-64-CL19","3191-4185-SE20","03/09/2020","$209.440,00","","RECEPCIÓN CONFORME"
"2402","296972-58-CL19","3191-4186-SE20","03/09/2020","$1.428.714,00","","RECEPCIÓN CONFORME"
"2403","296972-18-CL19","3191-4187-SE20","03/09/2020","$7.461,00","","RECEPCIÓN CONFORME"
"2404","296972-18-CL19","3191-4188-SE20","03/09/2020","$11.781,00","","RECEPCIÓN CONFORME"
"2405","296972-30-CL19","3191-4190-SE20","03/09/2020","$1.249.500,00","","RECEPCIÓN CONFORME"
"2406","296972-30-CL19","3191-4191-SE20","03/09/2020","$11.781.000,00","","RECEPCIÓN CONFORME"
"2407","296972-14-CL19","3191-4192-SE20","03/09/2020","$2.320.429,00","","RECEPCIÓN CONFORME"
"2408","296972-14-CL19","3191-4193-SE20","03/09/2020","$31.535,00","","RECEPCIÓN CONFORME"
"2409","296972-55-CL19","3191-4194-SE20","03/09/2020","$270.963,00","","RECEPCIÓN CONFORME"
"2410","296972-55-CL19","3191-4195-SE20","03/09/2020","$142.800,00","","RECEPCIÓN CONFORME"
"2411","296972-55-CL19","3191-4196-SE20","03/09/2020","$44.030,00","","RECEPCIÓN CONFORME"
"2412","296972-24-CL19","3191-5125-SE20","23/10/2020","$96.390,00","","RECEPCIÓN CONFORME"
"2413","296972-26-CL19","3191-4931-SE20","14/10/2020","$8.168.160,00","","RECEPCIÓN CONFORME"
"2414","296972-58-CL19","3191-4936-SE20","14/10/2020","$2.856.000,00","","RECEPCIÓN CONFORME"
"2415","296972-18-CL19","3191-4940-SE20","14/10/2020","$19.492,00","","RECEPCIÓN CONFORME"
"2416","296972-24-CL19","3191-4942-SE20","14/10/2020","$64.260,00","","RECEPCIÓN CONFORME"
"2417","296972-31-CL19","3191-4943-SE20","14/10/2020","$1.580.796,00","","RECEPCIÓN CONFORME"
"2418","296972-30-CL19","3191-5123-SE20","23/10/2020","$149.690,00","","RECEPCIÓN CONFORME"
"2419","296972-61-CL19","3191-5124-SE20","23/10/2020","$197.921,00","","RECEPCIÓN CONFORME"
"2420","296972-12-CL19","3191-4704-SE20","29/09/2020","$16.279.200,00","","RECEPCIÓN CONFORME"
"2421","296972-45-CL18","3191-2328-SE19","16/05/2019","$1.428.000,00","","RECEPCIÓN CONFORME"
"2422","296972-23-CL19","3191-2662-SE19","04/06/2019","$17.567.542,00","","RECEPCIÓN CONFORME"
"2423","296972-26-CL19","3191-2330-SE19","16/05/2019","$2.998.800,00","","RECEPCIÓN CONFORME"
"2424","296972-64-CL19","3191-2432-SE19","24/05/2019","$26.180,00","","RECEPCIÓN CONFORME"
"2425","296972-23-CL19","3191-2433-SE19","24/05/2019","$436.897,00","","RECEPCIÓN CONFORME"
"2426","296972-55-CL19","3191-2435-SE19","24/05/2019","$110.908,00","","RECEPCIÓN CONFORME"
"2427","296972-30-CL19","3191-2365-SE19","17/05/2019","$4.760.000,00","","RECEPCIÓN CONFORME"
"2428","296972-57-CL19","3191-2366-SE19","17/05/2019","$2.397.683,00","","RECEPCIÓN CONFORME"
"2429","296972-55-CL19","3191-2402-SE19","22/05/2019","$7.184.030,00","","RECEPCIÓN CONFORME"
"2430","296972-31-CL19","3191-2430-SE19","24/05/2019","$112.931,00","","RECEPCIÓN CONFORME"
"2431","296972-58-CL19","3191-2431-SE19","24/05/2019","$46.410,00","","RECEPCIÓN CONFORME"
"2432","296972-18-CL19","3191-2495-SE19","27/05/2019","$177.715,00","","RECEPCIÓN CONFORME"
"2433","296972-14-CL19","3191-2788-SE19","07/06/2019","$4.117.400,00","","RECEPCIÓN CONFORME"
"2434","296972-7-CL19","3191-2789-SE19","07/06/2019","$473.382,00","","RECEPCIÓN CONFORME"
"2435","296972-30-CL19","3191-2559-SE19","30/05/2019","$13.221.281,00","","RECEPCIÓN CONFORME"
"2436","296972-54-CL19","3191-2795-SE19","07/06/2019","$399.840,00","","RECEPCIÓN CONFORME"
"2437","296972-25-CL19","3191-2796-SE19","07/06/2019","$3.123.750,00","","RECEPCIÓN CONFORME"
"2438","296972-52-CL19","3191-2797-SE19","07/06/2019","$190.400,00","","RECEPCIÓN CONFORME"
"2439","296972-29-CL19","3191-2821-SE19","11/06/2019","$20.408.500,00","","RECEPCIÓN CONFORME"
"2440","296972-26-CL19","3191-2691-SE19","05/06/2019","$792.540,00","","RECEPCIÓN CONFORME"
"2441","296972-61-CL19","3191-2692-SE19","05/06/2019","$905.209,00","","RECEPCIÓN CONFORME"
"2442","296972-25-CL19","3191-2693-SE19","05/06/2019","$106.029,00","","RECEPCIÓN CONFORME"
"2443","296972-57-CL19","3191-2823-SE19","11/06/2019","$7.538.134,00","","RECEPCIÓN CONFORME"
"2444","296972-32-CL19","3191-2695-SE19","05/06/2019","$6.997.200,00","","RECEPCIÓN CONFORME"
"2445","296972-18-CL19","3191-2697-SE19","05/06/2019","$1.423.240,00","","RECEPCIÓN CONFORME"
"2446","296972-29-CL19","3191-2736-SE19","06/06/2019","$65.450,00","","RECEPCIÓN CONFORME"
"2447","296972-55-CL19","3191-2737-SE19","06/06/2019","$963.900,00","","RECEPCIÓN CONFORME"
"2448","296972-25-CL19","3191-2739-SE19","06/06/2019","$99.960,00","","RECEPCIÓN CONFORME"
"2449","296972-31-CL19","3191-2740-SE19","06/06/2019","$836.213,00","","RECEPCIÓN CONFORME"
"2450","296972-55-CL19","3191-2862-SE19","12/06/2019","$72.328,00","","RECEPCIÓN CONFORME"
"2451","296972-18-CL19","3191-2843-SE19","11/06/2019","$443.870,00","","RECEPCIÓN CONFORME"
"2452","296972-22-CL19","3191-4441-SE19","28/08/2019","$5.405.337,00","","RECEPCIÓN CONFORME"
"2453","296972-7-CL19","3191-5562-SE19","18/10/2019","$167.552,00","","RECEPCIÓN CONFORME"
"2454","296972-32-CL19","3191-5622-SE19","22/10/2019","$8.491.840,00","","RECEPCIÓN CONFORME"
"2455","296972-22-CL19","3191-3239-SE19","01/07/2019","$5.405.337,00","","RECEPCIÓN CONFORME"
"2456","296972-28-CL19","3191-3752-SE21","02/07/2021","$5.712.000,00","","ACEPTADA"
"2457","296972-30-CL19","3191-3556-SE21","24/06/2021","$9.663.205,00","","ACEPTADA"
"2458","296972-26-CL19","3191-3554-SE21","24/06/2021","$2.499.000,00","","ACEPTADA"
"2459","296972-47-CL18","3191-3576-SE21","24/06/2021","$43.143,00","","ACEPTADA"
"2460","296972-10-CL19","3191-3550-SE21","24/06/2021","$28.888,00","","ACEPTADA"
"2461","296972-32-CL19","3191-3557-SE21","24/06/2021","$481.950,00","","ACEPTADA"
"2462","296972-54-CL19","3191-2600-SE21","07/05/2021","$180.928,00","","ACEPTADA"
"2463","296972-14-CL19","3191-2601-SE21","07/05/2021","$2.470.440,00","","RECEPCIÓN CONFORME"
"2464","296972-18-CL19","3191-2604-SE21","07/05/2021","$319.277,00","","ACEPTADA"
"2465","296972-30-CL19","3191-2878-SE21","20/05/2021","$5.950.000,00","","ACEPTADA"
"2466","296972-64-CL19","3191-2605-SE21","07/05/2021","$476.000,00","","RECEPCIÓN CONFORME"
"2467","296972-28-CL19","3191-2840-SE21","19/05/2021","$2.856.000,00","","ACEPTADA"
"2468","296972-25-CL19","3191-6957-SE19","20/12/2019","$812.770,00","","RECEPCIÓN CONFORME"
"2469","296972-22-CL19","3191-305-SE20","16/01/2020","$7.366.671,00","","RECEPCIÓN CONFORME"
"2470","296972-7-CL19","3191-1595-SE20","31/03/2020","$478.975,00","","RECEPCIÓN CONFORME"
"2471","296972-31-CL19","3191-848-SE21","08/02/2021","$40.698,00","","ACEPTADA"
"2472","296972-15-CL19","3191-849-SE21","08/02/2021","$4.284.000,00","","ACEPTADA"
"2473","296972-31-CL19","3191-1567-SE21","19/03/2021","$51.408,00","","ACEPTADA"
"2474","296972-51-CL19","3191-1991-SE21","08/04/2021","$1.428.000,00","","ACEPTADA"
"2475","296972-15-CL19","3191-2229-SE21","21/04/2021","$53.550.000,00","","ACEPTADA"
"2476","296972-15-CL19","3191-1881-SE21","06/04/2021","$1.725.500,00","","ACEPTADA"
"2477","296972-15-CL19","3191-2520-SE21","05/05/2021","$13.566.000,00","","RECEPCIÓN CONFORME"
"2478","296972-51-CL19","3191-3137-SE20","09/07/2020","$4.284.000,00","","RECEPCIÓN CONFORME"
"2479","296972-31-CL19","3191-2280-SE21","22/04/2021","$1.526.413,00","","ACEPTADA"
"2480","296972-22-CL19","3191-4152-SE20","02/09/2020","$15.134.944,00","","RECEPCIÓN CONFORME"
"2481","296972-22-CL19","3191-4933-SE20","14/10/2020","$2.210.001,00","","RECEPCIÓN CONFORME"
"2482","296972-31-CL19","3191-2348-SE21","26/04/2021","$904.400,00","","ACEPTADA"
"2483","296972-15-CL19","3191-1546-SE21","18/03/2021","$21.641.340,00","","ACEPTADA"
"2484","296972-31-CL19","3191-3619-SE21","29/06/2021","$303.212,00","","ACEPTADA"
"2485","296972-31-CL19","3191-3686-SE21","01/07/2021","$1.190.000,00","","ACEPTADA"
"2486","296972-30-CL19","3191-3663-SE21","01/07/2021","$865.368,00","","ENVIADA A PROVEEDOR"
"2487","296972-31-CL19","3191-3272-SE21","09/06/2021","$1.808.800,00","","ACEPTADA"
"2488","296972-30-CL19","3191-3694-SE21","01/07/2021","$286.052,00","","ENVIADA A PROVEEDOR"
"2489","296972-32-CL19","3191-6271-SE18","05/11/2018","$595.000,00","","RECEPCIÓN CONFORME"
"2490","296972-30-CL19","3191-6272-SE18","05/11/2018","$19.477.872,00","","RECEPCIÓN CONFORME"
"2491","296972-23-CL19","3191-6274-SE18","05/11/2018","$7.677.289,00","","RECEPCIÓN CONFORME"
"2492","296972-55-CL19","3191-6042-SE18","24/10/2018","$17.107.440,00","","RECEPCIÓN CONFORME"
"2493","296972-58-CL19","3191-6108-SE18","25/10/2018","$5.232.977,00","","RECEPCIÓN CONFORME"
"2494","296972-29-CL19","3191-6066-SE20","15/12/2020","$11.662.000,00","","RECEPCIÓN CONFORME"
"2495","296972-23-CL19","3191-5604-SE20","23/11/2020","$6.868.601,00","","RECEPCIÓN CONFORME"
"2496","296972-30-CL19","3191-5606-SE20","23/11/2020","$162.107,00","","RECEPCIÓN CONFORME"
"2497","296972-29-CL19","3191-5322-SE20","09/11/2020","$31.535,00","","ACEPTADA"
"2498","296972-18-CL19","3191-5323-SE20","09/11/2020","$32.130,00","","RECEPCIÓN CONFORME"
"2499","296972-31-CL19","3191-5513-SE20","16/11/2020","$177.310,00","","RECEPCIÓN CONFORME"
"2500","296972-64-CL19","3191-5324-SE20","09/11/2020","$109.956,00","","RECEPCIÓN CONFORME"
"2501","296972-22-CL19","3191-5514-SE20","16/11/2020","$6.630.004,00","","RECEPCIÓN CONFORME"
"2502","296972-61-CL19","3191-5515-SE20","16/11/2020","$959.616,00","","RECEPCIÓN CONFORME"
"2503","296972-55-CL19","3191-5516-SE20","16/11/2020","$19.992,00","","RECEPCIÓN CONFORME"
"2504","296972-14-CL19","3191-5326-SE20","09/11/2020","$45.220,00","","ACEPTADA"
"2505","296972-15-CL19","3191-5329-SE20","09/11/2020","$885.360,00","","RECEPCIÓN CONFORME"
"2506","296972-29-CL19","3191-5998-SE20","14/12/2020","$69.615,00","","RECEPCIÓN CONFORME"
"2507","296972-23-CL19","3191-5836-SE20","04/12/2020","$1.863.754,00","","RECEPCIÓN CONFORME"
"2508","296972-3-CL19","3191-6001-SE20","14/12/2020","$642.600,00","","RECEPCIÓN CONFORME"
"2509","296972-55-CL19","3191-6003-SE20","14/12/2020","$23.360,00","","RECEPCIÓN CONFORME"
"2510","296972-30-CL19","3191-6005-SE20","14/12/2020","$162.107,00","","RECEPCIÓN CONFORME"
"2511","296972-30-CL19","3191-6132-SE20","17/12/2020","$8.835.750,00","","RECEPCIÓN CONFORME"
"2512","296972-57-CL19","3191-6008-SE20","14/12/2020","$6.281.778,00","","RECEPCIÓN CONFORME"
"2513","296972-15-CL19","3191-6113-SE18","25/10/2018","$2.261.000,00","","RECEPCIÓN CONFORME"
"2514","296972-18-CL19","3191-6043-SE18","24/10/2018","$95.200,00","","RECEPCIÓN CONFORME"
"2515","296972-23-CL19","3191-1571-SE21","19/03/2021","$27.687.492,00","","ACEPTADA"
"2516","296972-23-CL19","3191-1203-SE21","26/02/2021","$7.455.017,00","","ACEPTADA"
"2517","296972-18-CL19","3191-3276-SE21","09/06/2021","$866.439,00","","ACEPTADA"
"2518","296972-22-CL19","3191-731-SE21","01/02/2021","$9.189.073,00","","RECEPCIÓN CONFORME"
"2519","296972-26-CL19","3191-2161-SE21","19/04/2021","$226.528,00","","ACEPTADA"
"2520","296972-55-CL19","3191-2163-SE21","19/04/2021","$87.346,00","","ACEPTADA"
"2521","296972-32-CL19","3191-2703-SE21","12/05/2021","$647.955,00","","ACEPTADA"
"2522","296972-29-CL19","3191-2164-SE21","19/04/2021","$13.119.750,00","","ACEPTADA"
"2523","296972-64-CL19","3191-2345-SE21","26/04/2021","$366.520,00","","ACEPTADA"
"2524","296972-12-CL19","3191-1175-SE21","25/02/2021","$12.703.250,00","","ACEPTADA"
"2525","296972-18-CL19","3191-2166-SE21","19/04/2021","$197.952,00","","ACEPTADA"
